label n m comparisons time compsConst timeConst
ran 32000 185 30 0 2.00457 0
beg 32000 185 29 0 1.93775 0
mid 32000 185 29 0 1.93775 0
end 32000 185 15 0 1.00229 0
not 32000 185 30 0 2.00457 0
inA 32000 185 27 1000 1.80412 66.8191
ran 32000 186 30 0 2.00457 0
beg 32000 186 27 0 1.80412 0
mid 32000 186 25 0 1.67048 0
end 32000 186 23 0 1.53684 0
not 32000 186 30 1000 2.00457 66.8191
inA 32000 186 27 0 1.80412 0
ran 32000 187 30 0 2.00457 0
beg 32000 187 27 0 1.80412 0
mid 32000 187 29 0 1.93775 0
end 32000 187 27 0 1.80412 0
not 32000 187 30 0 2.00457 0
inA 32000 187 25 1000 1.67048 66.8191
ran 32000 188 29 0 1.93775 0
beg 32000 188 29 0 1.93775 0
mid 32000 188 29 0 1.93775 0
end 32000 188 29 0 1.93775 0
not 32000 188 30 1000 2.00457 66.8191
inA 32000 188 25 0 1.67048 0
ran 32000 189 27 0 1.80412 0
beg 32000 189 29 0 1.93775 0
mid 32000 189 27 1000 1.80412 66.8191
end 32000 189 27 0 1.80412 0
not 32000 189 30 0 2.00457 0
inA 32000 189 25 0 1.67048 0
ran 32000 190 27 0 1.80412 0
beg 32000 190 27 0 1.80412 0
mid 32000 190 27 0 1.80412 0
end 32000 190 25 0 1.67048 0
not 32000 190 30 0 2.00457 0
inA 32000 190 21 0 1.4032 0
ran 32000 191 30 0 2.00457 0
beg 32000 191 29 0 1.93775 0
mid 32000 191 29 0 1.93775 0
end 32000 191 29 0 1.93775 0
not 32000 191 30 0 2.00457 0
inA 32000 191 25 0 1.67048 0
ran 32000 192 30 1000 2.00457 66.8191
beg 32000 192 25 1000 1.67048 66.8191
mid 32000 192 25 0 1.67048 0
end 32000 192 29 0 1.93775 0
not 32000 192 30 0 2.00457 0
inA 32000 192 25 0 1.67048 0
ran 32000 193 27 0 1.80412 0
beg 32000 193 27 0 1.80412 0
mid 32000 193 23 0 1.53684 0
end 32000 193 11 0 0.73501 0
not 32000 193 30 1000 2.00457 66.8191
inA 32000 193 27 0 1.80412 0
ran 32000 194 30 0 2.00457 0
beg 32000 194 29 1000 1.93775 66.8191
mid 32000 194 27 1000 1.80412 66.8191
end 32000 194 29 0 1.93775 0
not 32000 194 30 0 2.00457 0
inA 32000 194 29 0 1.93775 0
ran 32000 195 25 0 1.67048 0
beg 32000 195 21 0 1.4032 0
mid 32000 195 29 0 1.93775 0
end 32000 195 29 0 1.93775 0
not 32000 195 30 0 2.00457 0
inA 32000 195 29 0 1.93775 0
ran 32000 196 30 0 2.00457 0
beg 32000 196 25 0 1.67048 0
mid 32000 196 27 0 1.80412 0
end 32000 196 29 0 1.93775 0
not 32000 196 30 0 2.00457 0
inA 32000 196 25 0 1.67048 0
ran 32000 197 30 0 2.00457 0
beg 32000 197 25 0 1.67048 0
mid 32000 197 25 0 1.67048 0
end 32000 197 27 0 1.80412 0
not 32000 197 30 0 2.00457 0
inA 32000 197 29 0 1.93775 0
ran 32000 198 25 1000 1.67048 66.8191
beg 32000 198 25 0 1.67048 0
mid 32000 198 25 1000 1.67048 66.8191
end 32000 198 17 0 1.13592 0
not 32000 198 30 0 2.00457 0
inA 32000 198 25 0 1.67048 0
ran 32000 199 29 0 1.93775 0
beg 32000 199 29 1000 1.93775 66.8191
mid 32000 199 29 1000 1.93775 66.8191
end 32000 199 27 0 1.80412 0
not 32000 199 30 0 2.00457 0
inA 32000 199 21 0 1.4032 0
ran 32000 200 30 0 2.00457 0
beg 32000 200 29 0 1.93775 0
mid 32000 200 25 0 1.67048 0
end 32000 200 27 0 1.80412 0
not 32000 200 30 0 2.00457 0
inA 32000 200 29 0 1.93775 0
ran 32000 201 29 0 1.93775 0
beg 32000 201 27 0 1.80412 0
mid 32000 201 27 0 1.80412 0
end 32000 201 27 0 1.80412 0
not 32000 201 30 0 2.00457 0
inA 32000 201 29 0 1.93775 0
ran 32000 202 28 0 1.87093 0
beg 32000 202 27 1000 1.80412 66.8191
mid 32000 202 23 0 1.53684 0
end 32000 202 29 0 1.93775 0
not 32000 202 30 1000 2.00457 66.8191
inA 32000 202 27 0 1.80412 0
ran 32000 203 30 0 2.00457 0
beg 32000 203 15 0 1.00229 0
mid 32000 203 27 0 1.80412 0
end 32000 203 17 0 1.13592 0
not 32000 203 30 0 2.00457 0
inA 32000 203 29 0 1.93775 0
ran 32000 204 27 0 1.80412 0
beg 32000 204 21 0 1.4032 0
mid 32000 204 27 1000 1.80412 66.8191
end 32000 204 29 1000 1.93775 66.8191
not 32000 204 30 0 2.00457 0
inA 32000 204 29 0 1.93775 0
ran 32000 205 27 1000 1.80412 66.8191
beg 32000 205 25 0 1.67048 0
mid 32000 205 23 0 1.53684 0
end 32000 205 29 1000 1.93775 66.8191
not 32000 205 30 0 2.00457 0
inA 32000 205 25 0 1.67048 0
ran 32000 206 29 0 1.93775 0
beg 32000 206 29 0 1.93775 0
mid 32000 206 23 0 1.53684 0
end 32000 206 29 0 1.93775 0
not 32000 206 30 0 2.00457 0
inA 32000 206 29 0 1.93775 0
ran 32000 207 30 0 2.00457 0
beg 32000 207 21 1000 1.4032 66.8191
mid 32000 207 25 0 1.67048 0
end 32000 207 27 0 1.80412 0
not 32000 207 30 0 2.00457 0
inA 32000 207 23 0 1.53684 0
ran 32000 208 27 0 1.80412 0
beg 32000 208 29 0 1.93775 0
mid 32000 208 25 1000 1.67048 66.8191
end 32000 208 27 1000 1.80412 66.8191
not 32000 208 30 1000 2.00457 66.8191
inA 32000 208 25 0 1.67048 0
ran 32000 209 30 0 2.00457 0
beg 32000 209 25 0 1.67048 0
mid 32000 209 21 0 1.4032 0
end 32000 209 27 0 1.80412 0
not 32000 209 30 0 2.00457 0
inA 32000 209 21 1000 1.4032 66.8191
ran 32000 210 30 1000 2.00457 66.8191
beg 32000 210 29 1000 1.93775 66.8191
mid 32000 210 29 1000 1.93775 66.8191
end 32000 210 27 0 1.80412 0
not 32000 210 30 0 2.00457 0
inA 32000 210 25 0 1.67048 0
ran 32000 211 30 0 2.00457 0
beg 32000 211 29 0 1.93775 0
mid 32000 211 17 0 1.13592 0
end 32000 211 29 0 1.93775 0
not 32000 211 30 0 2.00457 0
inA 32000 211 27 0 1.80412 0
ran 32000 212 30 1000 2.00457 66.8191
beg 32000 212 27 0 1.80412 0
mid 32000 212 29 1000 1.93775 66.8191
end 32000 212 21 0 1.4032 0
not 32000 212 30 1000 2.00457 66.8191
inA 32000 212 27 0 1.80412 0
ran 32000 213 30 0 2.00457 0
beg 32000 213 27 0 1.80412 0
mid 32000 213 29 0 1.93775 0
end 32000 213 29 0 1.93775 0
not 32000 213 30 0 2.00457 0
inA 32000 213 29 1000 1.93775 66.8191
ran 32000 214 25 1000 1.67048 66.8191
beg 32000 214 29 0 1.93775 0
mid 32000 214 29 0 1.93775 0
end 32000 214 29 0 1.93775 0
not 32000 214 30 0 2.00457 0
inA 32000 214 27 0 1.80412 0
ran 32000 215 30 0 2.00457 0
beg 32000 215 29 0 1.93775 0
mid 32000 215 27 0 1.80412 0
end 32000 215 29 1000 1.93775 66.8191
not 32000 215 30 1000 2.00457 66.8191
inA 32000 215 29 0 1.93775 0
ran 32000 216 25 0 1.67048 0
beg 32000 216 27 0 1.80412 0
mid 32000 216 23 0 1.53684 0
end 32000 216 23 0 1.53684 0
not 32000 216 30 0 2.00457 0
inA 32000 216 25 0 1.67048 0
ran 32000 217 30 0 2.00457 0
beg 32000 217 19 0 1.26956 0
mid 32000 217 27 0 1.80412 0
end 32000 217 29 0 1.93775 0
not 32000 217 30 0 2.00457 0
inA 32000 217 29 1000 1.93775 66.8191
ran 32000 218 30 1000 2.00457 66.8191
beg 32000 218 27 1000 1.80412 66.8191
mid 32000 218 27 0 1.80412 0
end 32000 218 25 0 1.67048 0
not 32000 218 30 0 2.00457 0
inA 32000 218 27 0 1.80412 0
ran 32000 219 30 0 2.00457 0
beg 32000 219 27 1000 1.80412 66.8191
mid 32000 219 25 0 1.67048 0
end 32000 219 19 0 1.26956 0
not 32000 219 30 0 2.00457 0
inA 32000 219 25 0 1.67048 0
ran 32000 220 25 0 1.67048 0
beg 32000 220 27 0 1.80412 0
mid 32000 220 27 0 1.80412 0
end 32000 220 27 0 1.80412 0
not 32000 220 30 0 2.00457 0
inA 32000 220 25 1000 1.67048 66.8191
ran 32000 221 30 1000 2.00457 66.8191
beg 32000 221 25 0 1.67048 0
mid 32000 221 29 0 1.93775 0
end 32000 221 27 0 1.80412 0
not 32000 221 30 0 2.00457 0
inA 32000 221 23 0 1.53684 0
ran 32000 222 30 0 2.00457 0
beg 32000 222 29 0 1.93775 0
mid 32000 222 27 0 1.80412 0
end 32000 222 29 0 1.93775 0
not 32000 222 30 1000 2.00457 66.8191
inA 32000 222 27 0 1.80412 0
ran 32000 223 30 1000 2.00457 66.8191
beg 32000 223 29 0 1.93775 0
mid 32000 223 27 0 1.80412 0
end 32000 223 25 0 1.67048 0
not 32000 223 30 0 2.00457 0
inA 32000 223 23 0 1.53684 0
ran 32000 224 30 0 2.00457 0
beg 32000 224 25 0 1.67048 0
mid 32000 224 23 1000 1.53684 66.8191
end 32000 224 17 1000 1.13592 66.8191
not 32000 224 30 0 2.00457 0
inA 32000 224 21 0 1.4032 0
ran 32000 225 30 0 2.00457 0
beg 32000 225 29 0 1.93775 0
mid 32000 225 27 1000 1.80412 66.8191
end 32000 225 27 0 1.80412 0
not 32000 225 30 0 2.00457 0
inA 32000 225 29 0 1.93775 0
ran 32000 226 29 0 1.93775 0
beg 32000 226 29 0 1.93775 0
mid 32000 226 27 0 1.80412 0
end 32000 226 29 0 1.93775 0
not 32000 226 30 1000 2.00457 66.8191
inA 32000 226 25 1000 1.67048 66.8191
ran 32000 227 25 0 1.67048 0
beg 32000 227 29 0 1.93775 0
mid 32000 227 27 0 1.80412 0
end 32000 227 27 0 1.80412 0
not 32000 227 30 0 2.00457 0
inA 32000 227 21 0 1.4032 0
ran 32000 228 29 0 1.93775 0
beg 32000 228 27 0 1.80412 0
mid 32000 228 27 8000 1.80412 534.553
end 32000 228 27 0 1.80412 0
not 32000 228 30 0 2.00457 0
inA 32000 228 21 1000 1.4032 66.8191
ran 32000 229 30 0 2.00457 0
beg 32000 229 25 1000 1.67048 66.8191
mid 32000 229 29 0 1.93775 0
end 32000 229 27 0 1.80412 0
not 32000 229 30 0 2.00457 0
inA 32000 229 25 0 1.67048 0
ran 32000 230 21 0 1.4032 0
beg 32000 230 21 0 1.4032 0
mid 32000 230 21 0 1.4032 0
end 32000 230 21 0 1.4032 0
not 32000 230 30 1000 2.00457 66.8191
inA 32000 230 29 1000 1.93775 66.8191
ran 32000 231 25 0 1.67048 0
beg 32000 231 27 0 1.80412 0
mid 32000 231 23 0 1.53684 0
end 32000 231 29 0 1.93775 0
not 32000 231 30 0 2.00457 0
inA 32000 231 29 0 1.93775 0
ran 32000 232 30 0 2.00457 0
beg 32000 232 27 0 1.80412 0
mid 32000 232 27 0 1.80412 0
end 32000 232 27 1000 1.80412 66.8191
not 32000 232 30 0 2.00457 0
inA 32000 232 27 1000 1.80412 66.8191
ran 32000 233 25 1000 1.67048 66.8191
beg 32000 233 29 0 1.93775 0
mid 32000 233 27 0 1.80412 0
end 32000 233 29 0 1.93775 0
not 32000 233 30 0 2.00457 0
inA 32000 233 27 0 1.80412 0
ran 32000 234 30 0 2.00457 0
beg 32000 234 29 1000 1.93775 66.8191
mid 32000 234 27 0 1.80412 0
end 32000 234 23 0 1.53684 0
not 32000 234 30 0 2.00457 0
inA 32000 234 29 1000 1.93775 66.8191
ran 32000 235 30 0 2.00457 0
beg 32000 235 27 0 1.80412 0
mid 32000 235 17 0 1.13592 0
end 32000 235 29 0 1.93775 0
not 32000 235 30 0 2.00457 0
inA 32000 235 27 0 1.80412 0
ran 32000 236 30 0 2.00457 0
beg 32000 236 27 0 1.80412 0
mid 32000 236 17 0 1.13592 0
end 32000 236 21 1000 1.4032 66.8191
not 32000 236 30 0 2.00457 0
inA 32000 236 25 0 1.67048 0
ran 32000 237 29 1000 1.93775 66.8191
beg 32000 237 25 1000 1.67048 66.8191
mid 32000 237 29 0 1.93775 0
end 32000 237 27 0 1.80412 0
not 32000 237 30 0 2.00457 0
inA 32000 237 27 0 1.80412 0
ran 32000 238 29 1000 1.93775 66.8191
beg 32000 238 29 0 1.93775 0
mid 32000 238 29 0 1.93775 0
end 32000 238 25 0 1.67048 0
not 32000 238 30 0 2.00457 0
inA 32000 238 29 1000 1.93775 66.8191
ran 32000 239 27 0 1.80412 0
beg 32000 239 27 1000 1.80412 66.8191
mid 32000 239 29 0 1.93775 0
end 32000 239 27 0 1.80412 0
not 32000 239 30 0 2.00457 0
inA 32000 239 27 0 1.80412 0
ran 32000 240 30 0 2.00457 0
beg 32000 240 29 1000 1.93775 66.8191
mid 32000 240 27 0 1.80412 0
end 32000 240 29 0 1.93775 0
not 32000 240 28 0 1.87093 0
inA 32000 240 23 1000 1.53684 66.8191
ran 32000 241 30 0 2.00457 0
beg 32000 241 27 0 1.80412 0
mid 32000 241 29 0 1.93775 0
end 32000 241 29 0 1.93775 0
not 32000 241 30 0 2.00457 0
inA 32000 241 27 0 1.80412 0
ran 32000 242 30 1000 2.00457 66.8191
beg 32000 242 27 0 1.80412 0
mid 32000 242 29 0 1.93775 0
end 32000 242 29 0 1.93775 0
not 32000 242 30 0 2.00457 0
inA 32000 242 29 0 1.93775 0
ran 32000 243 29 0 1.93775 0
beg 32000 243 27 1000 1.80412 66.8191
mid 32000 243 25 1000 1.67048 66.8191
end 32000 243 21 0 1.4032 0
not 32000 243 30 0 2.00457 0
inA 32000 243 27 0 1.80412 0
ran 32000 244 30 1000 2.00457 66.8191
beg 32000 244 17 0 1.13592 0
mid 32000 244 27 0 1.80412 0
end 32000 244 29 0 1.93775 0
not 32000 244 30 0 2.00457 0
inA 32000 244 29 0 1.93775 0
ran 32000 245 30 1000 2.00457 66.8191
beg 32000 245 23 0 1.53684 0
mid 32000 245 25 1000 1.67048 66.8191
end 32000 245 29 0 1.93775 0
not 32000 245 30 0 2.00457 0
inA 32000 245 29 0 1.93775 0
ran 32000 246 29 0 1.93775 0
beg 32000 246 27 1000 1.80412 66.8191
mid 32000 246 25 0 1.67048 0
end 32000 246 27 0 1.80412 0
not 32000 246 30 0 2.00457 0
inA 32000 246 19 0 1.26956 0
ran 32000 247 29 0 1.93775 0
beg 32000 247 29 0 1.93775 0
mid 32000 247 27 1000 1.80412 66.8191
end 32000 247 25 0 1.67048 0
not 32000 247 30 0 2.00457 0
inA 32000 247 29 0 1.93775 0
ran 32000 248 25 0 1.67048 0
beg 32000 248 29 0 1.93775 0
mid 32000 248 29 1000 1.93775 66.8191
end 32000 248 25 0 1.67048 0
not 32000 248 30 0 2.00457 0
inA 32000 248 25 0 1.67048 0
ran 32000 249 27 0 1.80412 0
beg 32000 249 25 0 1.67048 0
mid 32000 249 25 1000 1.67048 66.8191
end 32000 249 27 0 1.80412 0
not 32000 249 30 0 2.00457 0
inA 32000 249 25 1000 1.67048 66.8191
ran 32000 250 30 1000 2.00457 66.8191
beg 32000 250 27 0 1.80412 0
mid 32000 250 29 1000 1.93775 66.8191
end 32000 250 29 0 1.93775 0
not 32000 250 30 1000 2.00457 66.8191
inA 32000 250 29 0 1.93775 0
ran 32000 251 29 0 1.93775 0
beg 32000 251 27 0 1.80412 0
mid 32000 251 25 0 1.67048 0
end 32000 251 29 0 1.93775 0
not 32000 251 28 1000 1.87093 66.8191
inA 32000 251 27 0 1.80412 0
ran 32000 252 25 0 1.67048 0
beg 32000 252 29 0 1.93775 0
mid 32000 252 25 0 1.67048 0
end 32000 252 27 0 1.80412 0
not 32000 252 30 0 2.00457 0
inA 32000 252 27 0 1.80412 0
ran 32000 253 30 0 2.00457 0
beg 32000 253 21 0 1.4032 0
mid 32000 253 27 0 1.80412 0
end 32000 253 27 1000 1.80412 66.8191
not 32000 253 30 0 2.00457 0
inA 32000 253 29 0 1.93775 0
ran 32000 254 25 0 1.67048 0
beg 32000 254 27 1000 1.80412 66.8191
mid 32000 254 29 0 1.93775 0
end 32000 254 29 0 1.93775 0
not 32000 254 30 1000 2.00457 66.8191
inA 32000 254 19 0 1.26956 0
ran 32000 255 27 0 1.80412 0
beg 32000 255 23 1000 1.53684 66.8191
mid 32000 255 25 0 1.67048 0
end 32000 255 25 0 1.67048 0
not 32000 255 30 0 2.00457 0
inA 32000 255 21 0 1.4032 0
ran 32000 256 30 0 2.00457 0
beg 32000 256 25 0 1.67048 0
mid 32000 256 29 1000 1.93775 66.8191
end 32000 256 25 0 1.67048 0
not 32000 256 30 1000 2.00457 66.8191
inA 32000 256 25 1000 1.67048 66.8191
ran 32000 257 30 1000 2.00457 66.8191
beg 32000 257 27 0 1.80412 0
mid 32000 257 29 1000 1.93775 66.8191
end 32000 257 29 0 1.93775 0
not 32000 257 30 0 2.00457 0
inA 32000 257 27 0 1.80412 0
ran 32000 258 30 1000 2.00457 66.8191
beg 32000 258 27 0 1.80412 0
mid 32000 258 25 0 1.67048 0
end 32000 258 17 0 1.13592 0
not 32000 258 30 0 2.00457 0
inA 32000 258 27 0 1.80412 0
ran 32000 259 30 0 2.00457 0
beg 32000 259 27 0 1.80412 0
mid 32000 259 21 0 1.4032 0
end 32000 259 25 0 1.67048 0
not 32000 259 30 0 2.00457 0
inA 32000 259 29 0 1.93775 0
ran 32000 260 27 0 1.80412 0
beg 32000 260 29 1000 1.93775 66.8191
mid 32000 260 23 1000 1.53684 66.8191
end 32000 260 27 0 1.80412 0
not 32000 260 30 1000 2.00457 66.8191
inA 32000 260 27 1000 1.80412 66.8191
ran 32000 261 30 0 2.00457 0
beg 32000 261 17 0 1.13592 0
mid 32000 261 23 0 1.53684 0
end 32000 261 19 0 1.26956 0
not 32000 261 30 0 2.00457 0
inA 32000 261 21 0 1.4032 0
ran 32000 262 30 0 2.00457 0
beg 32000 262 29 0 1.93775 0
mid 32000 262 29 1000 1.93775 66.8191
end 32000 262 17 0 1.13592 0
not 32000 262 30 0 2.00457 0
inA 32000 262 27 0 1.80412 0
ran 32000 263 30 0 2.00457 0
beg 32000 263 27 0 1.80412 0
mid 32000 263 29 0 1.93775 0
end 32000 263 27 0 1.80412 0
not 32000 263 30 1000 2.00457 66.8191
inA 32000 263 23 0 1.53684 0
ran 32000 264 25 0 1.67048 0
beg 32000 264 29 0 1.93775 0
mid 32000 264 23 0 1.53684 0
end 32000 264 23 0 1.53684 0
not 32000 264 30 0 2.00457 0
inA 32000 264 23 0 1.53684 0
ran 32000 265 29 0 1.93775 0
beg 32000 265 25 1000 1.67048 66.8191
mid 32000 265 29 0 1.93775 0
end 32000 265 29 1000 1.93775 66.8191
not 32000 265 30 0 2.00457 0
inA 32000 265 25 0 1.67048 0
ran 32000 266 27 0 1.80412 0
beg 32000 266 21 0 1.4032 0
mid 32000 266 27 0 1.80412 0
end 32000 266 29 0 1.93775 0
not 32000 266 30 0 2.00457 0
inA 32000 266 29 1000 1.93775 66.8191
ran 32000 267 30 0 2.00457 0
beg 32000 267 23 0 1.53684 0
mid 32000 267 27 0 1.80412 0
end 32000 267 27 0 1.80412 0
not 32000 267 30 0 2.00457 0
inA 32000 267 27 0 1.80412 0
ran 32000 268 27 0 1.80412 0
beg 32000 268 27 1000 1.80412 66.8191
mid 32000 268 23 0 1.53684 0
end 32000 268 25 0 1.67048 0
not 32000 268 30 0 2.00457 0
inA 32000 268 25 1000 1.67048 66.8191
ran 32000 269 30 0 2.00457 0
beg 32000 269 27 0 1.80412 0
mid 32000 269 27 0 1.80412 0
end 32000 269 23 0 1.53684 0
not 32000 269 30 0 2.00457 0
inA 32000 269 27 1000 1.80412 66.8191
ran 32000 270 28 0 1.87093 0
beg 32000 270 25 0 1.67048 0
mid 32000 270 23 0 1.53684 0
end 32000 270 27 0 1.80412 0
not 32000 270 30 0 2.00457 0
inA 32000 270 25 0 1.67048 0
ran 32000 271 29 1000 1.93775 66.8191
beg 32000 271 29 0 1.93775 0
mid 32000 271 29 0 1.93775 0
end 32000 271 25 0 1.67048 0
not 32000 271 30 0 2.00457 0
inA 32000 271 27 0 1.80412 0
ran 32000 272 30 1000 2.00457 66.8191
beg 32000 272 23 0 1.53684 0
mid 32000 272 29 0 1.93775 0
end 32000 272 29 0 1.93775 0
not 32000 272 30 0 2.00457 0
inA 32000 272 27 0 1.80412 0
ran 32000 273 29 0 1.93775 0
beg 32000 273 21 0 1.4032 0
mid 32000 273 15 0 1.00229 0
end 32000 273 27 0 1.80412 0
not 32000 273 30 0 2.00457 0
inA 32000 273 27 0 1.80412 0
ran 32000 274 30 0 2.00457 0
beg 32000 274 29 0 1.93775 0
mid 32000 274 27 1000 1.80412 66.8191
end 32000 274 27 0 1.80412 0
not 32000 274 30 0 2.00457 0
inA 32000 274 27 0 1.80412 0
ran 32000 275 27 0 1.80412 0
beg 32000 275 25 1000 1.67048 66.8191
mid 32000 275 25 0 1.67048 0
end 32000 275 27 0 1.80412 0
not 32000 275 30 0 2.00457 0
inA 32000 275 27 1000 1.80412 66.8191
ran 32000 276 30 0 2.00457 0
beg 32000 276 21 0 1.4032 0
mid 32000 276 19 0 1.26956 0
end 32000 276 21 0 1.4032 0
not 32000 276 30 0 2.00457 0
inA 32000 276 23 0 1.53684 0
ran 32000 277 25 0 1.67048 0
beg 32000 277 23 0 1.53684 0
mid 32000 277 27 0 1.80412 0
end 32000 277 23 0 1.53684 0
not 32000 277 30 0 2.00457 0
inA 32000 277 27 0 1.80412 0
ran 32000 278 30 0 2.00457 0
beg 32000 278 23 0 1.53684 0
mid 32000 278 29 0 1.93775 0
end 32000 278 29 0 1.93775 0
not 32000 278 30 0 2.00457 0
inA 32000 278 21 1000 1.4032 66.8191
ran 32000 279 30 1000 2.00457 66.8191
beg 32000 279 25 1000 1.67048 66.8191
mid 32000 279 29 0 1.93775 0
end 32000 279 29 0 1.93775 0
not 32000 279 30 0 2.00457 0
inA 32000 279 23 0 1.53684 0
ran 32000 280 25 0 1.67048 0
beg 32000 280 29 0 1.93775 0
mid 32000 280 27 0 1.80412 0
end 32000 280 29 0 1.93775 0
not 32000 280 30 1000 2.00457 66.8191
inA 32000 280 27 0 1.80412 0
ran 32000 281 30 0 2.00457 0
beg 32000 281 27 0 1.80412 0
mid 32000 281 25 0 1.67048 0
end 32000 281 27 0 1.80412 0
not 32000 281 30 1000 2.00457 66.8191
inA 32000 281 29 0 1.93775 0
ran 32000 282 29 1000 1.93775 66.8191
beg 32000 282 29 0 1.93775 0
mid 32000 282 29 0 1.93775 0
end 32000 282 29 0 1.93775 0
not 32000 282 30 0 2.00457 0
inA 32000 282 25 0 1.67048 0
ran 32000 283 29 1000 1.93775 66.8191
beg 32000 283 17 0 1.13592 0
mid 32000 283 27 0 1.80412 0
end 32000 283 27 0 1.80412 0
not 32000 283 30 0 2.00457 0
inA 32000 283 27 0 1.80412 0
ran 32000 284 29 0 1.93775 0
beg 32000 284 27 1000 1.80412 66.8191
mid 32000 284 23 0 1.53684 0
end 32000 284 27 0 1.80412 0
not 32000 284 30 0 2.00457 0
inA 32000 284 27 0 1.80412 0
ran 32000 285 30 0 2.00457 0
beg 32000 285 27 0 1.80412 0
mid 32000 285 29 0 1.93775 0
end 32000 285 25 0 1.67048 0
not 32000 285 30 0 2.00457 0
inA 32000 285 25 0 1.67048 0
ran 32000 286 30 1000 2.00457 66.8191
beg 32000 286 21 0 1.4032 0
mid 32000 286 29 0 1.93775 0
end 32000 286 27 0 1.80412 0
not 32000 286 30 0 2.00457 0
inA 32000 286 25 0 1.67048 0
ran 32000 287 30 0 2.00457 0
beg 32000 287 25 0 1.67048 0
mid 32000 287 23 0 1.53684 0
end 32000 287 27 0 1.80412 0
not 32000 287 30 0 2.00457 0
inA 32000 287 25 0 1.67048 0
ran 32000 288 29 1000 1.93775 66.8191
beg 32000 288 27 0 1.80412 0
mid 32000 288 25 1000 1.67048 66.8191
end 32000 288 27 0 1.80412 0
not 32000 288 30 1000 2.00457 66.8191
inA 32000 288 27 1000 1.80412 66.8191
ran 32000 289 29 0 1.93775 0
beg 32000 289 27 1000 1.80412 66.8191
mid 32000 289 29 0 1.93775 0
end 32000 289 25 0 1.67048 0
not 32000 289 30 0 2.00457 0
inA 32000 289 23 1000 1.53684 66.8191
ran 32000 290 23 0 1.53684 0
beg 32000 290 25 0 1.67048 0
mid 32000 290 29 0 1.93775 0
end 32000 290 23 0 1.53684 0
not 32000 290 30 0 2.00457 0
inA 32000 290 27 1000 1.80412 66.8191
ran 32000 291 30 0 2.00457 0
beg 32000 291 25 0 1.67048 0
mid 32000 291 25 0 1.67048 0
end 32000 291 19 1000 1.26956 66.8191
not 32000 291 30 0 2.00457 0
inA 32000 291 27 0 1.80412 0
ran 32000 292 30 1000 2.00457 66.8191
beg 32000 292 27 0 1.80412 0
mid 32000 292 29 0 1.93775 0
end 32000 292 27 0 1.80412 0
not 32000 292 30 0 2.00457 0
inA 32000 292 23 0 1.53684 0
ran 32000 293 29 1000 1.93775 66.8191
beg 32000 293 25 1000 1.67048 66.8191
mid 32000 293 29 0 1.93775 0
end 32000 293 29 1000 1.93775 66.8191
not 32000 293 30 0 2.00457 0
inA 32000 293 29 0 1.93775 0
ran 32000 294 30 1000 2.00457 66.8191
beg 32000 294 23 0 1.53684 0
mid 32000 294 29 1000 1.93775 66.8191
end 32000 294 25 0 1.67048 0
not 32000 294 30 1000 2.00457 66.8191
inA 32000 294 27 0 1.80412 0
ran 32000 295 30 1000 2.00457 66.8191
beg 32000 295 17 0 1.13592 0
mid 32000 295 23 0 1.53684 0
end 32000 295 27 1000 1.80412 66.8191
not 32000 295 30 0 2.00457 0
inA 32000 295 25 0 1.67048 0
ran 32000 296 30 0 2.00457 0
beg 32000 296 23 0 1.53684 0
mid 32000 296 29 0 1.93775 0
end 32000 296 23 0 1.53684 0
not 32000 296 30 0 2.00457 0
inA 32000 296 25 0 1.67048 0
ran 32000 297 29 0 1.93775 0
beg 32000 297 29 0 1.93775 0
mid 32000 297 29 0 1.93775 0
end 32000 297 25 0 1.67048 0
not 32000 297 30 0 2.00457 0
inA 32000 297 27 0 1.80412 0
ran 32000 298 30 0 2.00457 0
beg 32000 298 23 1000 1.53684 66.8191
mid 32000 298 25 0 1.67048 0
end 32000 298 25 0 1.67048 0
not 32000 298 30 0 2.00457 0
inA 32000 298 25 0 1.67048 0
ran 32000 299 29 1000 1.93775 66.8191
beg 32000 299 17 0 1.13592 0
mid 32000 299 29 0 1.93775 0
end 32000 299 27 0 1.80412 0
not 32000 299 30 0 2.00457 0
inA 32000 299 27 0 1.80412 0
ran 32000 300 30 0 2.00457 0
beg 32000 300 27 0 1.80412 0
mid 32000 300 25 0 1.67048 0
end 32000 300 29 1000 1.93775 66.8191
not 32000 300 30 0 2.00457 0
inA 32000 300 27 0 1.80412 0
ran 32000 301 29 0 1.93775 0
beg 32000 301 21 0 1.4032 0
mid 32000 301 27 0 1.80412 0
end 32000 301 29 1000 1.93775 66.8191
not 32000 301 30 0 2.00457 0
inA 32000 301 21 0 1.4032 0
ran 32000 302 30 0 2.00457 0
beg 32000 302 27 0 1.80412 0
mid 32000 302 27 0 1.80412 0
end 32000 302 29 1000 1.93775 66.8191
not 32000 302 30 1000 2.00457 66.8191
inA 32000 302 29 0 1.93775 0
ran 32000 303 30 0 2.00457 0
beg 32000 303 21 0 1.4032 0
mid 32000 303 27 0 1.80412 0
end 32000 303 27 0 1.80412 0
not 32000 303 30 0 2.00457 0
inA 32000 303 23 0 1.53684 0
ran 32000 304 29 0 1.93775 0
beg 32000 304 27 0 1.80412 0
mid 32000 304 23 0 1.53684 0
end 32000 304 23 0 1.53684 0
not 32000 304 30 0 2.00457 0
