label n m comparisons time compsConst timeConst
not 41000 555 30 0 1.9578 0
inA 41000 555 29 1000 1.89254 65.2599
ran 41000 556 30 1000 1.9578 65.2599
beg 41000 556 25 0 1.6315 0
mid 41000 556 27 0 1.76202 0
end 41000 556 27 0 1.76202 0
not 41000 556 32 0 2.08832 0
inA 41000 556 29 0 1.89254 0
ran 41000 557 27 0 1.76202 0
beg 41000 557 31 1000 2.02306 65.2599
mid 41000 557 29 1000 1.89254 65.2599
end 41000 557 29 0 1.89254 0
not 41000 557 30 1000 1.9578 65.2599
inA 41000 557 25 0 1.6315 0
ran 41000 558 32 0 2.08832 0
beg 41000 558 27 0 1.76202 0
mid 41000 558 27 0 1.76202 0
end 41000 558 27 0 1.76202 0
not 41000 558 32 1000 2.08832 65.2599
inA 41000 558 21 0 1.37046 0
ran 41000 559 29 0 1.89254 0
beg 41000 559 29 0 1.89254 0
mid 41000 559 29 0 1.89254 0
end 41000 559 29 0 1.89254 0
not 41000 559 32 1000 2.08832 65.2599
inA 41000 559 27 0 1.76202 0
ran 41000 560 30 0 1.9578 0
beg 41000 560 27 0 1.76202 0
mid 41000 560 29 0 1.89254 0
end 41000 560 25 0 1.6315 0
not 41000 560 30 0 1.9578 0
inA 41000 560 29 1000 1.89254 65.2599
ran 41000 561 30 0 1.9578 0
beg 41000 561 29 0 1.89254 0
mid 41000 561 27 0 1.76202 0
end 41000 561 29 0 1.89254 0
not 41000 561 32 0 2.08832 0
inA 41000 561 29 0 1.89254 0
ran 41000 562 30 0 1.9578 0
beg 41000 562 31 0 2.02306 0
mid 41000 562 31 0 2.02306 0
end 41000 562 27 0 1.76202 0
not 41000 562 32 0 2.08832 0
inA 41000 562 31 0 2.02306 0
ran 41000 563 29 0 1.89254 0
beg 41000 563 27 1000 1.76202 65.2599
mid 41000 563 25 0 1.6315 0
end 41000 563 27 0 1.76202 0
not 41000 563 30 0 1.9578 0
inA 41000 563 29 0 1.89254 0
ran 41000 564 27 0 1.76202 0
beg 41000 564 29 0 1.89254 0
mid 41000 564 29 1000 1.89254 65.2599
end 41000 564 29 0 1.89254 0
not 41000 564 30 0 1.9578 0
inA 41000 564 25 1000 1.6315 65.2599
ran 41000 565 25 0 1.6315 0
beg 41000 565 27 0 1.76202 0
mid 41000 565 23 1000 1.50098 65.2599
end 41000 565 31 0 2.02306 0
not 41000 565 32 0 2.08832 0
inA 41000 565 27 0 1.76202 0
ran 41000 566 32 0 2.08832 0
beg 41000 566 29 1000 1.89254 65.2599
mid 41000 566 29 0 1.89254 0
end 41000 566 25 0 1.6315 0
not 41000 566 30 0 1.9578 0
inA 41000 566 27 0 1.76202 0
ran 41000 567 27 0 1.76202 0
beg 41000 567 25 0 1.6315 0
mid 41000 567 25 1000 1.6315 65.2599
end 41000 567 27 0 1.76202 0
not 41000 567 32 0 2.08832 0
inA 41000 567 25 0 1.6315 0
ran 41000 568 32 0 2.08832 0
beg 41000 568 27 0 1.76202 0
mid 41000 568 29 1000 1.89254 65.2599
end 41000 568 25 1000 1.6315 65.2599
not 41000 568 30 0 1.9578 0
inA 41000 568 31 1000 2.02306 65.2599
ran 41000 569 30 1000 1.9578 65.2599
beg 41000 569 29 0 1.89254 0
mid 41000 569 19 0 1.23994 0
end 41000 569 27 0 1.76202 0
not 41000 569 32 0 2.08832 0
inA 41000 569 31 0 2.02306 0
ran 41000 570 30 0 1.9578 0
beg 41000 570 27 0 1.76202 0
mid 41000 570 25 0 1.6315 0
end 41000 570 29 0 1.89254 0
not 41000 570 30 0 1.9578 0
inA 41000 570 21 0 1.37046 0
ran 41000 571 27 1000 1.76202 65.2599
beg 41000 571 27 1000 1.76202 65.2599
mid 41000 571 25 0 1.6315 0
end 41000 571 31 0 2.02306 0
not 41000 571 32 0 2.08832 0
inA 41000 571 29 0 1.89254 0
ran 41000 572 27 0 1.76202 0
beg 41000 572 29 0 1.89254 0
mid 41000 572 29 0 1.89254 0
end 41000 572 25 0 1.6315 0
not 41000 572 30 0 1.9578 0
inA 41000 572 29 1000 1.89254 65.2599
ran 41000 573 29 0 1.89254 0
beg 41000 573 27 0 1.76202 0
mid 41000 573 25 0 1.6315 0
end 41000 573 27 0 1.76202 0
not 41000 573 30 0 1.9578 0
inA 41000 573 29 0 1.89254 0
ran 41000 574 30 0 1.9578 0
beg 41000 574 31 0 2.02306 0
mid 41000 574 27 0 1.76202 0
end 41000 574 29 0 1.89254 0
not 41000 574 30 0 1.9578 0
inA 41000 574 27 0 1.76202 0
ran 41000 575 30 1000 1.9578 65.2599
beg 41000 575 21 0 1.37046 0
mid 41000 575 25 0 1.6315 0
end 41000 575 11 1000 0.717859 65.2599
not 41000 575 30 1000 1.9578 65.2599
inA 41000 575 25 0 1.6315 0
ran 41000 576 29 0 1.89254 0
beg 41000 576 27 0 1.76202 0
mid 41000 576 29 0 1.89254 0
end 41000 576 31 0 2.02306 0
not 41000 576 30 0 1.9578 0
inA 41000 576 23 0 1.50098 0
ran 41000 577 32 0 2.08832 0
beg 41000 577 29 0 1.89254 0
mid 41000 577 29 0 1.89254 0
end 41000 577 29 0 1.89254 0
not 41000 577 30 0 1.9578 0
inA 41000 577 31 0 2.02306 0
ran 41000 578 32 1000 2.08832 65.2599
beg 41000 578 29 0 1.89254 0
mid 41000 578 27 0 1.76202 0
end 41000 578 25 0 1.6315 0
not 41000 578 32 0 2.08832 0
inA 41000 578 25 0 1.6315 0
ran 41000 579 31 0 2.02306 0
beg 41000 579 25 1000 1.6315 65.2599
mid 41000 579 31 1000 2.02306 65.2599
end 41000 579 29 1000 1.89254 65.2599
not 41000 579 30 1000 1.9578 65.2599
inA 41000 579 25 0 1.6315 0
ran 41000 580 30 0 1.9578 0
beg 41000 580 25 1000 1.6315 65.2599
mid 41000 580 21 0 1.37046 0
end 41000 580 29 0 1.89254 0
not 41000 580 30 1000 1.9578 65.2599
inA 41000 580 27 0 1.76202 0
ran 41000 581 29 0 1.89254 0
beg 41000 581 23 1000 1.50098 65.2599
mid 41000 581 31 0 2.02306 0
end 41000 581 25 0 1.6315 0
not 41000 581 32 1000 2.08832 65.2599
inA 41000 581 29 0 1.89254 0
ran 41000 582 30 0 1.9578 0
beg 41000 582 29 0 1.89254 0
mid 41000 582 27 0 1.76202 0
end 41000 582 27 0 1.76202 0
not 41000 582 32 1000 2.08832 65.2599
inA 41000 582 27 0 1.76202 0
ran 41000 583 27 1000 1.76202 65.2599
beg 41000 583 27 0 1.76202 0
mid 41000 583 25 0 1.6315 0
end 41000 583 25 0 1.6315 0
not 41000 583 30 1000 1.9578 65.2599
inA 41000 583 31 0 2.02306 0
ran 41000 584 32 0 2.08832 0
beg 41000 584 27 0 1.76202 0
mid 41000 584 21 0 1.37046 0
end 41000 584 29 0 1.89254 0
not 41000 584 30 0 1.9578 0
inA 41000 584 27 0 1.76202 0
ran 41000 585 30 1000 1.9578 65.2599
beg 41000 585 29 0 1.89254 0
mid 41000 585 29 0 1.89254 0
end 41000 585 25 0 1.6315 0
not 41000 585 30 0 1.9578 0
inA 41000 585 21 0 1.37046 0
ran 41000 586 27 1000 1.76202 65.2599
beg 41000 586 27 0 1.76202 0
mid 41000 586 29 0 1.89254 0
end 41000 586 25 0 1.6315 0
not 41000 586 30 1000 1.9578 65.2599
inA 41000 586 31 0 2.02306 0
ran 41000 587 30 0 1.9578 0
beg 41000 587 21 0 1.37046 0
mid 41000 587 29 1000 1.89254 65.2599
end 41000 587 27 0 1.76202 0
not 41000 587 32 0 2.08832 0
inA 41000 587 27 0 1.76202 0
ran 41000 588 19 0 1.23994 0
beg 41000 588 27 0 1.76202 0
mid 41000 588 27 0 1.76202 0
end 41000 588 27 0 1.76202 0
not 41000 588 32 0 2.08832 0
inA 41000 588 29 0 1.89254 0
ran 41000 589 32 1000 2.08832 65.2599
beg 41000 589 27 0 1.76202 0
mid 41000 589 23 0 1.50098 0
end 41000 589 29 0 1.89254 0
not 41000 589 32 0 2.08832 0
inA 41000 589 31 0 2.02306 0
ran 41000 590 30 0 1.9578 0
beg 41000 590 19 0 1.23994 0
mid 41000 590 27 1000 1.76202 65.2599
end 41000 590 21 0 1.37046 0
not 41000 590 30 0 1.9578 0
inA 41000 590 29 1000 1.89254 65.2599
ran 41000 591 31 1000 2.02306 65.2599
beg 41000 591 27 0 1.76202 0
mid 41000 591 23 0 1.50098 0
end 41000 591 31 0 2.02306 0
not 41000 591 30 0 1.9578 0
inA 41000 591 29 0 1.89254 0
ran 41000 592 27 1000 1.76202 65.2599
beg 41000 592 25 1000 1.6315 65.2599
mid 41000 592 27 0 1.76202 0
end 41000 592 25 0 1.6315 0
not 41000 592 32 1000 2.08832 65.2599
inA 41000 592 17 0 1.10942 0
ran 41000 593 30 0 1.9578 0
beg 41000 593 31 1000 2.02306 65.2599
mid 41000 593 29 0 1.89254 0
end 41000 593 19 0 1.23994 0
not 41000 593 30 1000 1.9578 65.2599
inA 41000 593 25 0 1.6315 0
ran 41000 594 29 0 1.89254 0
beg 41000 594 25 1000 1.6315 65.2599
mid 41000 594 27 0 1.76202 0
end 41000 594 31 0 2.02306 0
not 41000 594 30 0 1.9578 0
inA 41000 594 23 0 1.50098 0
ran 41000 595 30 0 1.9578 0
beg 41000 595 27 0 1.76202 0
mid 41000 595 23 0 1.50098 0
end 41000 595 27 0 1.76202 0
not 41000 595 30 0 1.9578 0
inA 41000 595 23 0 1.50098 0
ran 41000 596 30 1000 1.9578 65.2599
beg 41000 596 29 0 1.89254 0
mid 41000 596 21 1000 1.37046 65.2599
end 41000 596 29 0 1.89254 0
not 41000 596 30 0 1.9578 0
inA 41000 596 27 0 1.76202 0
ran 41000 597 30 0 1.9578 0
beg 41000 597 27 1000 1.76202 65.2599
mid 41000 597 25 0 1.6315 0
end 41000 597 31 0 2.02306 0
not 41000 597 30 0 1.9578 0
inA 41000 597 29 0 1.89254 0
ran 41000 598 32 0 2.08832 0
beg 41000 598 25 0 1.6315 0
mid 41000 598 27 0 1.76202 0
end 41000 598 31 0 2.02306 0
not 41000 598 30 0 1.9578 0
inA 41000 598 27 0 1.76202 0
ran 41000 599 32 0 2.08832 0
beg 41000 599 27 1000 1.76202 65.2599
mid 41000 599 29 1000 1.89254 65.2599
end 41000 599 27 0 1.76202 0
not 41000 599 30 0 1.9578 0
inA 41000 599 29 1000 1.89254 65.2599
ran 41000 600 32 1000 2.08832 65.2599
beg 41000 600 31 0 2.02306 0
mid 41000 600 25 0 1.6315 0
end 41000 600 23 0 1.50098 0
not 41000 600 30 0 1.9578 0
inA 41000 600 29 0 1.89254 0
ran 41000 601 30 0 1.9578 0
beg 41000 601 21 0 1.37046 0
mid 41000 601 29 1000 1.89254 65.2599
end 41000 601 29 0 1.89254 0
not 41000 601 30 0 1.9578 0
inA 41000 601 27 1000 1.76202 65.2599
ran 41000 602 25 0 1.6315 0
beg 41000 602 29 1000 1.89254 65.2599
mid 41000 602 25 0 1.6315 0
end 41000 602 29 0 1.89254 0
not 41000 602 30 1000 1.9578 65.2599
inA 41000 602 29 0 1.89254 0
ran 41000 603 32 0 2.08832 0
beg 41000 603 27 0 1.76202 0
mid 41000 603 29 0 1.89254 0
end 41000 603 27 0 1.76202 0
not 41000 603 30 0 1.9578 0
inA 41000 603 29 0 1.89254 0
ran 41000 604 30 1000 1.9578 65.2599
beg 41000 604 27 0 1.76202 0
mid 41000 604 27 0 1.76202 0
end 41000 604 23 0 1.50098 0
not 41000 604 32 0 2.08832 0
inA 41000 604 27 1000 1.76202 65.2599
ran 41000 605 30 1000 1.9578 65.2599
beg 41000 605 31 0 2.02306 0
mid 41000 605 27 0 1.76202 0
end 41000 605 23 0 1.50098 0
not 41000 605 30 1000 1.9578 65.2599
inA 41000 605 27 0 1.76202 0
ran 41000 606 30 1000 1.9578 65.2599
beg 41000 606 25 0 1.6315 0
mid 41000 606 29 0 1.89254 0
end 41000 606 29 0 1.89254 0
not 41000 606 32 0 2.08832 0
inA 41000 606 23 0 1.50098 0
ran 41000 607 32 0 2.08832 0
beg 41000 607 15 0 0.978899 0
mid 41000 607 27 1000 1.76202 65.2599
end 41000 607 27 0 1.76202 0
not 41000 607 30 0 1.9578 0
inA 41000 607 27 0 1.76202 0
ran 41000 608 29 0 1.89254 0
beg 41000 608 29 0 1.89254 0
mid 41000 608 27 0 1.76202 0
end 41000 608 29 0 1.89254 0
not 41000 608 32 0 2.08832 0
inA 41000 608 27 0 1.76202 0
ran 41000 609 27 0 1.76202 0
beg 41000 609 25 0 1.6315 0
mid 41000 609 27 0 1.76202 0
end 41000 609 23 0 1.50098 0
not 41000 609 30 0 1.9578 0
inA 41000 609 31 0 2.02306 0
ran 41000 610 32 0 2.08832 0
beg 41000 610 27 0 1.76202 0
mid 41000 610 29 0 1.89254 0
end 41000 610 25 0 1.6315 0
not 41000 610 30 1000 1.9578 65.2599
inA 41000 610 29 0 1.89254 0
ran 41000 611 25 0 1.6315 0
beg 41000 611 27 0 1.76202 0
mid 41000 611 23 0 1.50098 0
end 41000 611 25 0 1.6315 0
not 41000 611 30 0 1.9578 0
inA 41000 611 27 0 1.76202 0
ran 41000 612 30 0 1.9578 0
beg 41000 612 27 0 1.76202 0
mid 41000 612 27 0 1.76202 0
end 41000 612 27 0 1.76202 0
not 41000 612 30 0 1.9578 0
inA 41000 612 29 0 1.89254 0
ran 41000 613 29 1000 1.89254 65.2599
beg 41000 613 27 1000 1.76202 65.2599
mid 41000 613 27 0 1.76202 0
end 41000 613 21 0 1.37046 0
not 41000 613 32 0 2.08832 0
inA 41000 613 25 0 1.6315 0
ran 41000 614 30 1000 1.9578 65.2599
beg 41000 614 21 0 1.37046 0
mid 41000 614 27 0 1.76202 0
end 41000 614 21 0 1.37046 0
not 41000 614 30 0 1.9578 0
inA 41000 614 31 0 2.02306 0
ran 41000 615 23 0 1.50098 0
beg 41000 615 23 0 1.50098 0
mid 41000 615 29 0 1.89254 0
end 41000 615 25 0 1.6315 0
not 41000 615 30 0 1.9578 0
inA 41000 615 25 0 1.6315 0
ran 41000 616 30 0 1.9578 0
beg 41000 616 29 0 1.89254 0
mid 41000 616 25 0 1.6315 0
end 41000 616 29 0 1.89254 0
not 41000 616 30 1000 1.9578 65.2599
inA 41000 616 29 0 1.89254 0
ran 41000 617 23 0 1.50098 0
beg 41000 617 29 0 1.89254 0
mid 41000 617 29 1000 1.89254 65.2599
end 41000 617 29 0 1.89254 0
not 41000 617 32 1000 2.08832 65.2599
inA 41000 617 27 0 1.76202 0
ran 41000 618 32 0 2.08832 0
beg 41000 618 23 0 1.50098 0
mid 41000 618 13 0 0.848379 0
end 41000 618 27 0 1.76202 0
not 41000 618 32 0 2.08832 0
inA 41000 618 27 0 1.76202 0
ran 41000 619 23 1000 1.50098 65.2599
beg 41000 619 21 0 1.37046 0
mid 41000 619 21 1000 1.37046 65.2599
end 41000 619 29 0 1.89254 0
not 41000 619 30 0 1.9578 0
inA 41000 619 31 0 2.02306 0
ran 41000 620 30 0 1.9578 0
beg 41000 620 29 0 1.89254 0
mid 41000 620 29 0 1.89254 0
end 41000 620 27 1000 1.76202 65.2599
not 41000 620 32 0 2.08832 0
inA 41000 620 27 0 1.76202 0
ran 41000 621 29 0 1.89254 0
beg 41000 621 29 1000 1.89254 65.2599
mid 41000 621 27 0 1.76202 0
end 41000 621 29 0 1.89254 0
not 41000 621 32 0 2.08832 0
inA 41000 621 29 0 1.89254 0
ran 41000 622 30 0 1.9578 0
beg 41000 622 25 0 1.6315 0
mid 41000 622 25 0 1.6315 0
end 41000 622 23 0 1.50098 0
not 41000 622 32 0 2.08832 0
inA 41000 622 27 0 1.76202 0
ran 41000 623 31 0 2.02306 0
beg 41000 623 31 0 2.02306 0
mid 41000 623 25 1000 1.6315 65.2599
end 41000 623 31 0 2.02306 0
not 41000 623 30 1000 1.9578 65.2599
inA 41000 623 29 0 1.89254 0
ran 41000 624 29 0 1.89254 0
beg 41000 624 21 0 1.37046 0
mid 41000 624 29 0 1.89254 0
end 41000 624 23 1000 1.50098 65.2599
not 41000 624 32 1000 2.08832 65.2599
inA 41000 624 27 0 1.76202 0
ran 41000 625 30 1000 1.9578 65.2599
beg 41000 625 27 0 1.76202 0
mid 41000 625 29 0 1.89254 0
end 41000 625 23 0 1.50098 0
not 41000 625 32 1000 2.08832 65.2599
inA 41000 625 27 0 1.76202 0
ran 41000 626 30 0 1.9578 0
beg 41000 626 25 0 1.6315 0
mid 41000 626 25 0 1.6315 0
end 41000 626 27 0 1.76202 0
not 41000 626 30 0 1.9578 0
inA 41000 626 31 0 2.02306 0
ran 41000 627 30 1000 1.9578 65.2599
beg 41000 627 27 0 1.76202 0
mid 41000 627 27 0 1.76202 0
end 41000 627 27 0 1.76202 0
not 41000 627 30 0 1.9578 0
inA 41000 627 25 0 1.6315 0
ran 41000 628 31 0 2.02306 0
beg 41000 628 29 0 1.89254 0
mid 41000 628 21 0 1.37046 0
end 41000 628 25 0 1.6315 0
not 41000 628 30 0 1.9578 0
inA 41000 628 27 0 1.76202 0
ran 41000 629 30 1000 1.9578 65.2599
beg 41000 629 21 0 1.37046 0
mid 41000 629 19 0 1.23994 0
end 41000 629 19 0 1.23994 0
not 41000 629 32 0 2.08832 0
inA 41000 629 31 0 2.02306 0
ran 41000 630 30 0 1.9578 0
beg 41000 630 29 1000 1.89254 65.2599
mid 41000 630 29 1000 1.89254 65.2599
end 41000 630 25 0 1.6315 0
not 41000 630 30 0 1.9578 0
inA 41000 630 27 0 1.76202 0
ran 41000 631 30 0 1.9578 0
beg 41000 631 29 0 1.89254 0
mid 41000 631 21 0 1.37046 0
end 41000 631 25 0 1.6315 0
not 41000 631 30 0 1.9578 0
inA 41000 631 29 0 1.89254 0
ran 41000 632 30 0 1.9578 0
beg 41000 632 29 0 1.89254 0
mid 41000 632 31 0 2.02306 0
end 41000 632 27 0 1.76202 0
not 41000 632 30 0 1.9578 0
inA 41000 632 27 0 1.76202 0
ran 41000 633 32 0 2.08832 0
beg 41000 633 27 0 1.76202 0
mid 41000 633 23 1000 1.50098 65.2599
end 41000 633 21 1000 1.37046 65.2599
not 41000 633 30 0 1.9578 0
inA 41000 633 19 0 1.23994 0
ran 41000 634 25 0 1.6315 0
beg 41000 634 31 0 2.02306 0
mid 41000 634 27 1000 1.76202 65.2599
end 41000 634 23 1000 1.50098 65.2599
not 41000 634 30 0 1.9578 0
inA 41000 634 29 0 1.89254 0
ran 41000 635 32 0 2.08832 0
beg 41000 635 31 0 2.02306 0
mid 41000 635 27 0 1.76202 0
end 41000 635 29 0 1.89254 0
not 41000 635 30 0 1.9578 0
inA 41000 635 29 0 1.89254 0
ran 41000 636 30 1000 1.9578 65.2599
beg 41000 636 25 0 1.6315 0
mid 41000 636 21 0 1.37046 0
end 41000 636 29 0 1.89254 0
not 41000 636 30 0 1.9578 0
inA 41000 636 25 0 1.6315 0
ran 41000 637 30 1000 1.9578 65.2599
beg 41000 637 29 0 1.89254 0
mid 41000 637 29 0 1.89254 0
end 41000 637 29 0 1.89254 0
not 41000 637 32 0 2.08832 0
inA 41000 637 25 0 1.6315 0
ran 41000 638 30 0 1.9578 0
beg 41000 638 21 0 1.37046 0
mid 41000 638 21 0 1.37046 0
end 41000 638 27 0 1.76202 0
not 41000 638 30 0 1.9578 0
inA 41000 638 21 0 1.37046 0
ran 41000 639 32 0 2.08832 0
beg 41000 639 27 0 1.76202 0
mid 41000 639 27 0 1.76202 0
end 41000 639 29 0 1.89254 0
not 41000 639 30 0 1.9578 0
inA 41000 639 29 0 1.89254 0
ran 41000 640 21 0 1.37046 0
beg 41000 640 29 0 1.89254 0
mid 41000 640 27 0 1.76202 0
end 41000 640 27 0 1.76202 0
not 41000 640 32 0 2.08832 0
inA 41000 640 29 0 1.89254 0
ran 41000 641 19 0 1.23994 0
beg 41000 641 31 0 2.02306 0
mid 41000 641 27 1000 1.76202 65.2599
end 41000 641 23 1000 1.50098 65.2599
not 41000 641 32 0 2.08832 0
inA 41000 641 29 0 1.89254 0
ran 41000 642 30 0 1.9578 0
beg 41000 642 27 0 1.76202 0
mid 41000 642 25 0 1.6315 0
end 41000 642 27 0 1.76202 0
not 41000 642 30 1000 1.9578 65.2599
inA 41000 642 29 0 1.89254 0
ran 41000 643 30 1000 1.9578 65.2599
beg 41000 643 25 0 1.6315 0
mid 41000 643 27 0 1.76202 0
end 41000 643 27 0 1.76202 0
not 41000 643 32 0 2.08832 0
inA 41000 643 25 0 1.6315 0
ran 41000 644 21 0 1.37046 0
beg 41000 644 27 1000 1.76202 65.2599
mid 41000 644 25 0 1.6315 0
end 41000 644 27 0 1.76202 0
not 41000 644 30 1000 1.9578 65.2599
inA 41000 644 27 0 1.76202 0
ran 41000 645 29 0 1.89254 0
beg 41000 645 27 0 1.76202 0
mid 41000 645 31 0 2.02306 0
end 41000 645 27 0 1.76202 0
not 41000 645 32 1000 2.08832 65.2599
inA 41000 645 29 0 1.89254 0
ran 41000 646 32 0 2.08832 0
beg 41000 646 25 0 1.6315 0
mid 41000 646 29 0 1.89254 0
end 41000 646 21 0 1.37046 0
not 41000 646 30 0 1.9578 0
inA 41000 646 27 1000 1.76202 65.2599
ran 41000 647 30 0 1.9578 0
beg 41000 647 29 0 1.89254 0
mid 41000 647 27 0 1.76202 0
end 41000 647 29 0 1.89254 0
not 41000 647 30 0 1.9578 0
inA 41000 647 31 0 2.02306 0
ran 41000 648 30 0 1.9578 0
beg 41000 648 29 1000 1.89254 65.2599
mid 41000 648 27 1000 1.76202 65.2599
end 41000 648 31 0 2.02306 0
not 41000 648 30 0 1.9578 0
inA 41000 648 23 0 1.50098 0
ran 41000 649 15 0 0.978899 0
beg 41000 649 27 0 1.76202 0
mid 41000 649 29 0 1.89254 0
end 41000 649 29 0 1.89254 0
not 41000 649 30 0 1.9578 0
inA 41000 649 27 1000 1.76202 65.2599
ran 41000 650 29 0 1.89254 0
beg 41000 650 27 0 1.76202 0
mid 41000 650 29 1000 1.89254 65.2599
end 41000 650 27 0 1.76202 0
not 41000 650 30 0 1.9578 0
inA 41000 650 27 0 1.76202 0
ran 41000 651 32 0 2.08832 0
beg 41000 651 29 0 1.89254 0
mid 41000 651 25 0 1.6315 0
end 41000 651 31 0 2.02306 0
not 41000 651 32 0 2.08832 0
inA 41000 651 31 0 2.02306 0
ran 41000 652 32 0 2.08832 0
beg 41000 652 29 1000 1.89254 65.2599
mid 41000 652 25 1000 1.6315 65.2599
end 41000 652 29 0 1.89254 0
not 41000 652 32 0 2.08832 0
inA 41000 652 31 0 2.02306 0
ran 41000 653 30 1000 1.9578 65.2599
beg 41000 653 29 0 1.89254 0
mid 41000 653 25 0 1.6315 0
end 41000 653 27 0 1.76202 0
not 41000 653 32 0 2.08832 0
inA 41000 653 27 0 1.76202 0
ran 41000 654 29 0 1.89254 0
beg 41000 654 29 0 1.89254 0
mid 41000 654 29 0 1.89254 0
end 41000 654 29 0 1.89254 0
not 41000 654 32 0 2.08832 0
inA 41000 654 27 1000 1.76202 65.2599
ran 41000 655 27 1000 1.76202 65.2599
beg 41000 655 27 0 1.76202 0
mid 41000 655 29 0 1.89254 0
end 41000 655 25 0 1.6315 0
not 41000 655 30 0 1.9578 0
inA 41000 655 29 0 1.89254 0
ran 41000 656 25 0 1.6315 0
beg 41000 656 27 0 1.76202 0
mid 41000 656 27 0 1.76202 0
end 41000 656 25 0 1.6315 0
not 41000 656 32 0 2.08832 0
inA 41000 656 29 1000 1.89254 65.2599
ran 41000 657 29 1000 1.89254 65.2599
beg 41000 657 29 0 1.89254 0
mid 41000 657 29 1000 1.89254 65.2599
end 41000 657 27 0 1.76202 0
not 41000 657 32 0 2.08832 0
inA 41000 657 19 0 1.23994 0
ran 41000 658 29 0 1.89254 0
beg 41000 658 29 1000 1.89254 65.2599
mid 41000 658 31 0 2.02306 0
end 41000 658 29 0 1.89254 0
not 41000 658 32 0 2.08832 0
inA 41000 658 15 0 0.978899 0
ran 41000 659 32 0 2.08832 0
beg 41000 659 21 0 1.37046 0
mid 41000 659 17 0 1.10942 0
end 41000 659 25 0 1.6315 0
not 41000 659 30 0 1.9578 0
inA 41000 659 29 1000 1.89254 65.2599
ran 41000 660 30 0 1.9578 0
beg 41000 660 25 0 1.6315 0
mid 41000 660 21 1000 1.37046 65.2599
end 41000 660 21 0 1.37046 0
not 41000 660 30 0 1.9578 0
inA 41000 660 27 0 1.76202 0
ran 41000 661 27 0 1.76202 0
beg 41000 661 19 0 1.23994 0
mid 41000 661 27 0 1.76202 0
end 41000 661 31 1000 2.02306 65.2599
not 41000 661 30 0 1.9578 0
inA 41000 661 31 0 2.02306 0
ran 41000 662 32 0 2.08832 0
beg 41000 662 29 0 1.89254 0
mid 41000 662 21 0 1.37046 0
end 41000 662 29 0 1.89254 0
not 41000 662 32 0 2.08832 0
inA 41000 662 29 0 1.89254 0
ran 41000 663 32 0 2.08832 0
beg 41000 663 21 0 1.37046 0
mid 41000 663 31 1000 2.02306 65.2599
end 41000 663 31 0 2.02306 0
not 41000 663 32 0 2.08832 0
inA 41000 663 31 0 2.02306 0
ran 41000 664 30 0 1.9578 0
beg 41000 664 29 0 1.89254 0
mid 41000 664 27 0 1.76202 0
end 41000 664 31 0 2.02306 0
not 41000 664 32 0 2.08832 0
inA 41000 664 19 0 1.23994 0
ran 41000 665 29 0 1.89254 0
beg 41000 665 25 0 1.6315 0
mid 41000 665 29 0 1.89254 0
end 41000 665 19 0 1.23994 0
not 41000 665 32 0 2.08832 0
inA 41000 665 31 0 2.02306 0
ran 41000 666 25 0 1.6315 0
beg 41000 666 27 0 1.76202 0
mid 41000 666 29 0 1.89254 0
end 41000 666 31 0 2.02306 0
not 41000 666 32 0 2.08832 0
inA 41000 666 15 0 0.978899 0
ran 41000 667 25 0 1.6315 0
beg 41000 667 31 0 2.02306 0
mid 41000 667 25 1000 1.6315 65.2599
end 41000 667 29 1000 1.89254 65.2599
not 41000 667 30 0 1.9578 0
inA 41000 667 29 1000 1.89254 65.2599
ran 41000 668 29 0 1.89254 0
beg 41000 668 31 0 2.02306 0
mid 41000 668 25 0 1.6315 0
end 41000 668 29 0 1.89254 0
not 41000 668 32 0 2.08832 0
inA 41000 668 23 0 1.50098 0
ran 41000 669 31 0 2.02306 0
beg 41000 669 29 1000 1.89254 65.2599
mid 41000 669 27 0 1.76202 0
end 41000 669 21 0 1.37046 0
not 41000 669 32 0 2.08832 0
inA 41000 669 27 0 1.76202 0
ran 41000 670 27 0 1.76202 0
beg 41000 670 23 1000 1.50098 65.2599
mid 41000 670 31 0 2.02306 0
end 41000 670 27 0 1.76202 0
not 41000 670 30 0 1.9578 0
inA 41000 670 27 0 1.76202 0
ran 41000 671 25 1000 1.6315 65.2599
beg 41000 671 27 0 1.76202 0
mid 41000 671 27 1000 1.76202 65.2599
end 41000 671 27 0 1.76202 0
not 41000 671 32 0 2.08832 0
inA 41000 671 29 0 1.89254 0
ran 41000 672 32 1000 2.08832 65.2599
beg 41000 672 29 0 1.89254 0
mid 41000 672 21 1000 1.37046 65.2599
end 41000 672 27 0 1.76202 0
not 41000 672 30 0 1.9578 0
inA 41000 672 29 0 1.89254 0
ran 41000 673 30 0 1.9578 0
beg 41000 673 27 0 1.76202 0
mid 41000 673 29 0 1.89254 0
end 41000 673 25 0 1.6315 0
not 41000 673 32 1000 2.08832 65.2599
inA 41000 673 29 0 1.89254 0
ran 41000 674 30 1000 1.9578 65.2599
beg 41000 674 25 0 1.6315 0
mid 41000 674 27 0 1.76202 0
end 41000 674 29 0 1.89254 0
not 41000 674 32 0 2.08832 0
inA 41000 674 29 0 1.89254 0
ran 41000 675 32 0 2.08832 0
beg 41000 675 25 0 1.6315 0
mid 41000 675 27 0 1.76202 0
end 41000 675 29 0 1.89254 0
not 41000 675 30 0 1.9578 0
