label n comps time
end 16000 1.9333 71.6036
not 16000 2.0049 0
inA 16000 1.50367 0
ran 16000 2.0049 71.6036
beg 16000 1.64688 0
mid 16000 1.9333 0
end 16000 1.64688 0
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 1.9333 0
beg 16000 1.9333 0
mid 16000 1.64688 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 1.79009 71.6036
beg 16000 1.64688 0
mid 16000 1.64688 0
end 16000 1.21726 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 1.79009 71.6036
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 1.9333 71.6036
not 16000 2.0049 0
inA 16000 1.50367 0
ran 16000 2.0049 71.6036
beg 16000 1.9333 0
mid 16000 1.50367 0
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 1.9333 0
ran 16000 1.79009 0
beg 16000 1.64688 0
mid 16000 1.9333 71.6036
end 16000 1.36047 0
not 16000 2.0049 71.6036
inA 16000 1.79009 0
ran 16000 2.0049 71.6036
beg 16000 1.79009 71.6036
mid 16000 1.79009 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 1.9333 0
beg 16000 1.9333 0
mid 16000 1.64688 0
end 16000 1.50367 0
not 16000 2.0049 0
inA 16000 1.21726 0
ran 16000 1.21726 71.6036
beg 16000 1.9333 71.6036
mid 16000 1.79009 0
end 16000 1.9333 0
not 16000 2.0049 71.6036
inA 16000 1.9333 0
ran 16000 1.79009 71.6036
beg 16000 1.50367 0
mid 16000 1.79009 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.79009 71.6036
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.79009 71.6036
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.07405 0
ran 16000 2.0049 71.6036
beg 16000 1.50367 0
mid 16000 1.9333 0
end 16000 1.9333 71.6036
not 16000 1.86169 0
inA 16000 1.79009 0
ran 16000 1.79009 0
beg 16000 1.50367 71.6036
mid 16000 1.79009 0
end 16000 1.9333 71.6036
not 16000 2.0049 0
inA 16000 1.9333 71.6036
ran 16000 1.64688 71.6036
beg 16000 1.36047 0
mid 16000 1.9333 0
end 16000 1.9333 71.6036
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 2.0049 71.6036
beg 16000 1.9333 71.6036
mid 16000 1.64688 71.6036
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.50367 0
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.64688 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.9333 0
end 16000 1.50367 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 71.6036
beg 16000 1.9333 0
mid 16000 1.07405 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.64688 0
mid 16000 1.64688 71.6036
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 1.50367 0
ran 16000 1.79009 0
beg 16000 1.79009 0
mid 16000 1.79009 71.6036
end 16000 1.64688 71.6036
not 16000 2.0049 0
inA 16000 1.07405 0
ran 16000 2.0049 71.6036
beg 16000 1.79009 0
mid 16000 1.9333 71.6036
end 16000 1.50367 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 1.9333 0
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 1.9333 71.6036
not 16000 2.0049 0
inA 16000 1.9333 71.6036
ran 16000 1.21726 0
beg 16000 1.79009 0
mid 16000 1.07405 0
end 16000 1.64688 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 1.86169 0
beg 16000 0.930846 0
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 1.07405 0
ran 16000 2.0049 71.6036
beg 16000 1.79009 0
mid 16000 1.79009 0
end 16000 1.79009 71.6036
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 2.0049 0
beg 16000 0.930846 0
mid 16000 1.79009 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.9333 71.6036
mid 16000 1.9333 0
end 16000 1.50367 71.6036
not 16000 2.0049 0
inA 16000 1.50367 0
ran 16000 2.0049 71.6036
beg 16000 1.79009 0
mid 16000 1.64688 0
end 16000 1.50367 0
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 1.9333 71.6036
beg 16000 1.21726 0
mid 16000 1.64688 0
end 16000 1.64688 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.64688 0
mid 16000 1.64688 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.50367 0
mid 16000 1.9333 71.6036
end 16000 1.79009 71.6036
not 16000 2.0049 0
inA 16000 1.36047 0
ran 16000 1.64688 71.6036
beg 16000 1.64688 0
mid 16000 1.64688 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.9333 71.6036
mid 16000 1.9333 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 1.86169 71.6036
beg 16000 1.79009 0
mid 16000 1.79009 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.50367 71.6036
ran 16000 2.0049 0
beg 16000 1.50367 0
mid 16000 1.9333 71.6036
end 16000 1.64688 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 71.6036
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 1.07405 0
ran 16000 1.64688 0
beg 16000 1.79009 0
mid 16000 1.79009 71.6036
end 16000 1.64688 71.6036
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 71.6036
beg 16000 1.9333 71.6036
mid 16000 1.79009 0
end 16000 1.9333 0
not 16000 2.0049 71.6036
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.79009 0
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 1.86169 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.50367 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.9333 71.6036
ran 16000 2.0049 71.6036
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 1.64688 71.6036
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.79009 0
mid 16000 1.79009 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 1.9333 0
beg 16000 1.64688 0
mid 16000 1.79009 71.6036
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 0.930846 0
ran 16000 2.0049 0
beg 16000 1.9333 71.6036
mid 16000 1.79009 0
end 16000 1.64688 0
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 2.0049 0
beg 16000 1.79009 0
mid 16000 1.64688 0
end 16000 1.79009 0
not 16000 1.86169 0
inA 16000 1.79009 0
ran 16000 1.64688 0
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.9333 71.6036
ran 16000 2.0049 0
beg 16000 1.79009 0
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 1.50367 0
ran 16000 2.0049 71.6036
beg 16000 1.64688 0
mid 16000 1.36047 0
end 16000 1.9333 71.6036
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.64688 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.79009 71.6036
mid 16000 1.64688 0
end 16000 1.21726 71.6036
not 16000 2.0049 71.6036
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.79009 71.6036
mid 16000 1.50367 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.64688 0
mid 16000 1.9333 71.6036
end 16000 1.36047 0
not 16000 2.0049 0
inA 16000 1.50367 0
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 1.07405 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.79009 71.6036
mid 16000 1.79009 0
end 16000 1.64688 0
not 16000 2.0049 0
inA 16000 1.9333 71.6036
ran 16000 1.9333 0
beg 16000 1.79009 0
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 1.79009 0
beg 16000 1.36047 71.6036
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.79009 71.6036
mid 16000 1.79009 0
end 16000 1.79009 71.6036
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.64688 0
mid 16000 1.64688 0
end 16000 1.64688 0
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 2.0049 0
beg 16000 1.79009 71.6036
mid 16000 1.50367 71.6036
end 16000 1.79009 71.6036
not 16000 2.0049 0
inA 16000 1.79009 71.6036
ran 16000 1.21726 71.6036
beg 16000 1.79009 0
mid 16000 1.79009 0
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.79009 71.6036
mid 16000 1.36047 0
end 16000 1.50367 0
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 1.50367 0
beg 16000 1.79009 0
mid 16000 1.64688 0
end 16000 1.9333 0
not 16000 2.0049 71.6036
inA 16000 1.9333 0
ran 16000 1.79009 0
beg 16000 1.79009 0
mid 16000 1.64688 0
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 1.64688 0
ran 16000 2.0049 0
beg 16000 1.64688 0
mid 16000 1.9333 0
end 16000 1.50367 0
not 16000 2.0049 71.6036
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.79009 71.6036
mid 16000 1.64688 0
end 16000 1.79009 71.6036
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 71.6036
beg 16000 1.9333 0
mid 16000 1.9333 0
end 16000 1.64688 0
not 16000 2.0049 71.6036
inA 16000 1.9333 71.6036
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 1.9333 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 1.36047 0
beg 16000 1.64688 71.6036
mid 16000 1.50367 0
end 16000 1.79009 71.6036
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 2.0049 0
beg 16000 1.9333 0
mid 16000 1.9333 0
end 16000 1.79009 71.6036
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 1.9333 0
beg 16000 1.9333 71.6036
mid 16000 1.9333 0
end 16000 1.21726 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.64688 71.6036
mid 16000 1.79009 0
end 16000 1.21726 71.6036
not 16000 2.0049 0
inA 16000 1.50367 71.6036
ran 16000 1.9333 71.6036
beg 16000 1.79009 0
mid 16000 1.9333 71.6036
end 16000 1.36047 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 1.50367 0
beg 16000 1.79009 0
mid 16000 1.9333 0
end 16000 1.9333 71.6036
not 16000 2.0049 0
inA 16000 1.36047 0
ran 16000 2.0049 0
beg 16000 1.9333 71.6036
mid 16000 1.79009 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.79009 0
mid 16000 1.79009 71.6036
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 1.36047 0
beg 16000 1.9333 0
mid 16000 1.07405 71.6036
end 16000 1.50367 0
not 16000 2.0049 0
inA 16000 1.21726 71.6036
ran 16000 2.0049 0
beg 16000 1.9333 71.6036
mid 16000 1.64688 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 1.9333 0
beg 16000 1.07405 71.6036
mid 16000 1.64688 0
end 16000 1.64688 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 2.0049 0
beg 16000 1.64688 71.6036
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 1.50367 0
beg 16000 1.50367 0
mid 16000 1.9333 0
end 16000 0.930846 71.6036
not 16000 2.0049 71.6036
inA 16000 1.36047 71.6036
ran 16000 1.79009 0
beg 16000 1.50367 71.6036
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.79009 0
ran 16000 2.0049 71.6036
beg 16000 1.9333 0
mid 16000 1.79009 0
end 16000 0.358018 0
not 16000 2.0049 0
inA 16000 1.9333 71.6036
ran 16000 2.0049 0
beg 16000 1.79009 0
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.9333 0
ran 16000 1.64688 71.6036
beg 16000 1.64688 0
mid 16000 1.79009 0
end 16000 1.9333 0
not 16000 2.0049 71.6036
inA 16000 1.79009 0
ran 16000 1.9333 0
beg 16000 1.50367 0
mid 16000 1.79009 0
end 16000 1.9333 0
not 16000 2.0049 71.6036
inA 16000 1.50367 0
ran 16000 1.79009 0
beg 16000 1.9333 71.6036
mid 16000 1.64688 0
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.64688 0
ran 16000 2.0049 71.6036
beg 16000 1.9333 71.6036
mid 16000 1.9333 0
end 16000 1.79009 0
not 16000 2.0049 71.6036
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.50367 0
mid 16000 1.9333 71.6036
end 16000 1.9333 0
not 16000 2.0049 71.6036
inA 16000 1.79009 0
ran 16000 2.0049 0
beg 16000 1.9333 71.6036
mid 16000 1.21726 71.6036
end 16000 1.79009 0
not 16000 2.0049 0
inA 16000 1.79009 71.6036
ran 16000 2.0049 0
beg 16000 1.64688 0
mid 16000 1.9333 0
end 16000 1.79009 71.6036
not 16000 2.0049 0
inA 16000 1.64688 0
ran 17000 1.99242 0
beg 17000 1.63663 0
mid 17000 1.77895 0
end 17000 2.06358 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.352 71.1579
beg 17000 1.92126 0
mid 17000 1.92126 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.77895 0
beg 17000 1.92126 0
mid 17000 1.63663 0
end 17000 1.20968 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.77895 71.1579
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.77895 0
beg 17000 1.63663 0
mid 17000 1.77895 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.06737 0
beg 17000 1.77895 0
mid 17000 1.92126 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.49432 71.1579
ran 17000 1.99242 71.1579
beg 17000 1.63663 0
mid 17000 1.77895 0
end 17000 1.352 0
not 17000 2.13474 0
inA 17000 1.63663 0
ran 17000 1.63663 71.1579
beg 17000 1.92126 71.1579
mid 17000 1.77895 0
end 17000 1.77895 71.1579
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 2.13474 71.1579
beg 17000 1.49432 71.1579
mid 17000 1.63663 0
end 17000 1.92126 71.1579
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.63663 71.1579
end 17000 1.77895 0
not 17000 1.99242 71.1579
inA 17000 1.77895 0
ran 17000 1.06737 0
beg 17000 1.06737 0
mid 17000 1.49432 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.63663 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.352 0
end 17000 1.20968 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.92126 0
beg 17000 1.92126 0
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 71.1579
inA 17000 1.63663 0
ran 17000 1.99242 71.1579
beg 17000 1.49432 0
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 2.06358 0
ran 17000 1.99242 0
beg 17000 1.77895 71.1579
mid 17000 1.63663 0
end 17000 1.92126 71.1579
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.92126 71.1579
beg 17000 1.77895 71.1579
mid 17000 1.77895 0
end 17000 1.77895 0
not 17000 1.99242 71.1579
inA 17000 1.77895 71.1579
ran 17000 1.63663 0
beg 17000 1.77895 0
mid 17000 1.92126 71.1579
end 17000 1.63663 71.1579
not 17000 1.99242 0
inA 17000 1.49432 0
ran 17000 1.77895 0
beg 17000 1.92126 71.1579
mid 17000 1.352 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 71.1579
beg 17000 1.92126 0
mid 17000 1.49432 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 0
beg 17000 1.77895 71.1579
mid 17000 1.49432 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.92126 71.1579
beg 17000 1.77895 0
mid 17000 1.92126 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.49432 0
ran 17000 1.77895 0
beg 17000 1.77895 0
mid 17000 1.63663 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.77895 71.1579
beg 17000 1.49432 0
mid 17000 1.92126 0
end 17000 1.352 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.99242 71.1579
beg 17000 0.640421 0
mid 17000 1.49432 71.1579
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 0
beg 17000 1.352 0
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 2.13474 0
inA 17000 1.49432 0
ran 17000 1.99242 71.1579
beg 17000 1.92126 0
mid 17000 1.63663 0
end 17000 1.92126 0
not 17000 2.13474 0
inA 17000 1.92126 71.1579
ran 17000 1.92126 0
beg 17000 1.20968 0
mid 17000 1.92126 0
end 17000 1.77895 71.1579
not 17000 1.99242 0
inA 17000 1.49432 0
ran 17000 1.77895 0
beg 17000 1.77895 0
mid 17000 1.92126 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.92126 0
beg 17000 1.92126 0
mid 17000 1.92126 0
end 17000 1.92126 71.1579
not 17000 1.99242 0
inA 17000 1.92126 71.1579
ran 17000 1.99242 71.1579
beg 17000 1.77895 71.1579
mid 17000 1.63663 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 2.13474 0
beg 17000 1.92126 0
mid 17000 1.49432 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.92126 0
beg 17000 1.63663 0
mid 17000 1.77895 0
end 17000 1.49432 0
not 17000 1.99242 0
inA 17000 1.77895 71.1579
ran 17000 1.99242 0
beg 17000 1.92126 0
mid 17000 1.49432 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.49432 0
ran 17000 1.99242 71.1579
beg 17000 1.77895 71.1579
mid 17000 2.06358 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.92126 0
beg 17000 1.49432 0
mid 17000 1.77895 0
end 17000 0.213474 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.92126 71.1579
beg 17000 1.92126 0
mid 17000 1.77895 0
end 17000 1.92126 71.1579
not 17000 1.99242 0
inA 17000 1.63663 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.92126 0
end 17000 1.92126 0
not 17000 1.99242 71.1579
inA 17000 1.92126 0
ran 17000 1.99242 0
beg 17000 1.92126 0
mid 17000 1.63663 0
end 17000 1.63663 0
not 17000 1.99242 71.1579
inA 17000 1.92126 0
ran 17000 1.77895 0
beg 17000 1.77895 71.1579
mid 17000 1.92126 0
end 17000 1.63663 71.1579
not 17000 1.99242 0
inA 17000 1.63663 0
ran 17000 1.99242 0
beg 17000 1.63663 0
mid 17000 1.06737 0
end 17000 1.92126 71.1579
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.92126 71.1579
end 17000 1.63663 0
not 17000 2.13474 0
inA 17000 1.92126 0
ran 17000 1.92126 71.1579
beg 17000 1.352 0
mid 17000 1.77895 0
end 17000 1.92126 71.1579
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 2.13474 71.1579
beg 17000 1.352 71.1579
mid 17000 1.92126 0
end 17000 1.92126 71.1579
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 71.1579
beg 17000 1.92126 0
mid 17000 1.352 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.92126 71.1579
ran 17000 1.77895 0
beg 17000 1.77895 0
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 71.1579
beg 17000 1.92126 0
mid 17000 1.92126 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.77895 71.1579
ran 17000 1.99242 0
beg 17000 1.63663 71.1579
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.77895 71.1579
ran 17000 1.92126 0
beg 17000 1.77895 71.1579
mid 17000 1.63663 0
end 17000 1.63663 71.1579
not 17000 1.99242 0
inA 17000 1.63663 71.1579
ran 17000 1.99242 71.1579
beg 17000 2.06358 0
mid 17000 1.77895 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.20968 71.1579
ran 17000 1.77895 0
beg 17000 1.92126 0
mid 17000 1.92126 0
end 17000 1.92126 0
not 17000 1.99242 71.1579
inA 17000 1.77895 0
ran 17000 1.99242 0
beg 17000 1.92126 0
mid 17000 1.92126 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 0
beg 17000 1.92126 71.1579
mid 17000 1.352 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.99242 0
beg 17000 1.92126 71.1579
mid 17000 1.92126 0
end 17000 1.63663 71.1579
not 17000 1.99242 0
inA 17000 1.77895 71.1579
ran 17000 1.92126 0
beg 17000 1.49432 0
mid 17000 1.352 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.92126 0
beg 17000 1.49432 0
mid 17000 1.92126 0
end 17000 1.49432 0
not 17000 2.13474 0
inA 17000 1.352 0
ran 17000 1.99242 0
beg 17000 1.92126 0
mid 17000 1.92126 0
end 17000 1.77895 71.1579
not 17000 1.99242 71.1579
inA 17000 1.92126 71.1579
ran 17000 0.782737 0
beg 17000 1.92126 0
mid 17000 1.63663 0
end 17000 1.49432 0
not 17000 2.13474 0
inA 17000 1.92126 71.1579
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 71.1579
beg 17000 1.92126 0
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.92126 71.1579
ran 17000 2.13474 0
beg 17000 1.63663 0
mid 17000 1.77895 71.1579
end 17000 2.06358 0
not 17000 1.99242 0
inA 17000 1.49432 0
ran 17000 1.99242 71.1579
beg 17000 1.49432 0
mid 17000 1.06737 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.77895 71.1579
ran 17000 1.99242 0
beg 17000 1.49432 71.1579
mid 17000 1.77895 0
end 17000 1.92126 71.1579
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.92126 0
beg 17000 1.77895 0
mid 17000 1.63663 0
end 17000 2.06358 0
not 17000 1.99242 0
inA 17000 1.63663 71.1579
ran 17000 1.99242 0
beg 17000 1.49432 71.1579
mid 17000 1.352 0
end 17000 1.63663 0
not 17000 1.99242 71.1579
inA 17000 1.92126 0
ran 17000 1.99242 0
beg 17000 1.63663 0
mid 17000 1.92126 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.63663 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.92126 71.1579
end 17000 2.06358 0
not 17000 1.99242 0
inA 17000 1.77895 71.1579
ran 17000 1.99242 71.1579
beg 17000 1.352 0
mid 17000 1.77895 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 71.1579
beg 17000 1.77895 0
mid 17000 1.77895 71.1579
end 17000 1.352 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.63663 0
beg 17000 1.77895 0
mid 17000 1.92126 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.49432 0
ran 17000 1.99242 0
beg 17000 1.92126 0
mid 17000 1.49432 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.99242 0
beg 17000 1.77895 71.1579
mid 17000 1.92126 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.92126 0
beg 17000 1.77895 0
mid 17000 1.06737 71.1579
end 17000 1.92126 0
not 17000 2.13474 0
inA 17000 1.92126 0
ran 17000 1.77895 0
beg 17000 1.63663 71.1579
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 2.06358 0
ran 17000 1.99242 0
beg 17000 1.63663 0
mid 17000 1.77895 0
end 17000 1.49432 0
not 17000 1.99242 0
inA 17000 1.63663 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.352 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.63663 0
ran 17000 1.99242 0
beg 17000 1.63663 0
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.92126 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 1.99242 0
beg 17000 1.92126 0
mid 17000 1.77895 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.77895 0
ran 17000 2.06358 71.1579
beg 17000 1.92126 0
mid 17000 1.92126 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.63663 0
ran 17000 1.63663 0
beg 17000 1.63663 0
mid 17000 1.352 0
end 17000 1.77895 0
not 17000 1.99242 0
inA 17000 1.92126 0
ran 17000 1.99242 0
beg 17000 1.77895 0
mid 17000 1.77895 0
end 17000 1.63663 0
not 17000 1.99242 0
inA 17000 1.20968 0
ran 17000 1.77895 0
beg 17000 1.77895 0
mid 17000 1.63663 0
end 17000 1.77895 71.1579
not 17000 1.99242 0
inA 17000 1.63663 0
ran 17000 1.99242 0
beg 17000 1.63663 0
mid 17000 1.92126 71.1579
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.92126 71.1579
ran 17000 1.49432 0
beg 17000 1.92126 0
mid 17000 1.49432 0
end 17000 1.92126 0
not 17000 1.99242 0
inA 17000 1.49432 0
